BKIndex;Flag;FKS;AP;BGrp;BFeld;Sortierung;Status;Beschreibung;Beschreibung_W;geaendert;Beschreibung_MW;BAKLALT;BAGRALT;BAKL;BAGR;Ebene1;Ebene2;Ebene3;Flag_APOBK
10;1;131;00;O;OH;10;********************;Biologiemodellmacher;Biologiemodellmacherin;2006-01-13 10:26:46;Biologiemodellmacher/-in;30;3093;*****;2723201;TN;**;A3;1
10;1;498;00;O;OH;10;********************;Bodenleger;Bodenlegerin;2006-01-13 10:26:51;Bodenleger/-in;49;4913;*****;3310201;TN;**;A3;1
10;1;132;00;O;OH;10;********************;Bogenmacher;Bogenmacherin;2006-01-13 10:27:07;Bogenmacher/-in;30;3054;*****;9361201;TN;**;A3;1
10;3;133;00;T;MT;10;Ausgelaufen;Bohrer;Bohrerin;2013-01-22 09:24:14;Bohrer/-in;22;2240;*****;2423202;**;**;**;1
10;3;134;00;O;OH;10;Ausgelaufen;Bootsbauer;Bootsbauerin;2016-01-29 15:05:52;Bootsbauer/-in;50;5063;*****;3332202;**;**;**;1
10;1;134;02;O;OH;10;********************;Bootsbauer - Neu-, Aus- und Umbau;Bootsbauerin - Neu-, Aus- und Umbau;2012-03-19 14:14:31;Bootsbauer/-in - Neu-, Aus- und Umbau;50;5063;*****;3332203;TN;**;A3;1
10;1;134;01;O;OH;10;********************;Bootsbauer - Technik;Bootsbauerin - Technik;2012-03-19 14:14:23;Bootsbauer/-in - Technik;50;5063;*****;3332204;TN;**;A3;1
10;1;135;00;T;HT;10;********************;Böttcher;Böttcherin;2006-01-13 10:28:16;Böttcher/-in;50;5062;*****;2238201;OZ;**;A3;1
10;1;136;00;O;OH;10;********************;Brauer und Mälzer;Brauerin und Mälzerin;2019-04-25 10:39:22;Brauer/-in und Mälzer/-in;42;4210;*****;2911201;EV;**;A3;1
10;1;137;00;O;OH;10;********************;Brenner;Brennerin;2006-01-13 10:28:40;Brenner/-in;42;4231;*****;2913201;TN;**;A3;1
10;3;138;00;O;OH;10;Ausgelaufen;Brillenoptikschleifer;Brillenoptikschleiferin;2015-11-25 10:02:20;Brillenoptikschleifer/-in;13;1358;*****;2136203;**;**;**;1
10;1;139;00;T;BT;10;********************;Brunnenbauer;Brunnenbauerin;2019-04-26 10:05:13;Brunnenbauer/-in;46;4662;*****;3224201;TN;**;A3;1
10;1;140;00;T;DT;10;********************;Buchbinder;Buchbinderin;2015-11-25 10:58:09;Buchbinder/-in;17;1780;*****;2342202;TN;**;A3;1
10;3;140;02;T;DT;10;Ausgelaufen;Buchbinder - Buchfertigung;Buchbinderin - Buchfertigung;2015-11-25 10:58:18;Buchbinder/-in - Buchfertigung;17;1780;*****;2342202;**;**;**;1
10;3;140;03;T;DT;10;Ausgelaufen;Buchbinder - Druckweiterverarbeitung;Buchbinderin - Druckweiterverarbeitung;2015-11-25 10:58:27;Buchbinder/-in - Druckweiterverarbeitung;17;1780;*****;2342202;**;**;**;1
10;3;140;01;T;DT;10;Ausgelaufen;Buchbinder - Einzel- und Sonderanfertigung;Buchbinderin - Einzel- und Sonderanfertigung;2015-11-25 10:58:36;Buchbinder/-in - Einzel- und Sonderanfertigung;17;1781;*****;2342202;**;**;**;1
10;1;141;00;W;WV;10;********************;Buchhändler;Buchhändlerin;2006-07-25 13:56:04;Buchhändler/-in;67;6740;*****;6251201;WV;**;A3;1
10;1;609;00;E;EH;10;********************;Fachkraft für Speiseeis;Fachkraft für Speiseeis;2015-04-15 11:13:08;Fachkraft für Speiseeis;**;****;*****;2925204;EH;**;A3;1
91;1;106;02;*;**;221;********************;Drucktechnik;Drucktechnik;2016-01-29 16:24:18;Drucktechnik;**;****;23;********;TN;DT;**;2
91;1;106;03;*;**;221;********************;Elektrotechnik;Elektrotechnik;2016-01-29 16:24:20;Elektrotechnik;**;****;26;********;TN;ET;**;2
91;1;106;04;*;**;221;********************;Fahrzeugtechnik;Fahrzeugtechnik;2016-01-29 16:24:22;Fahrzeugtechnik;**;****;71;********;TN;FT;**;2
91;1;106;05;*;**;221;********************;Medizintechnik;Medizintechnik;2016-01-29 16:24:24;Medizintechnik;**;****;82;********;TN;MD;**;2
91;1;106;06;*;**;221;********************;Metalltechnik;Metalltechnik;2016-01-29 16:24:26;Metalltechnik;**;****;25;********;TN;ME;**;2
91;1;106;07;*;**;221;********************;Physik/Chemie/Biologie;Physik/Chemie/Biologie;2016-01-29 16:24:28;Physik/Chemie/Biologie;**;****;41;********;TN;PC;**;2
91;1;106;08;*;**;221;********************;Textiltechnik und Bekleidung;Textiltechnik und Bekleidung;2016-01-29 16:24:30;Textiltechnik und Bekleidung;**;****;28;********;TN;TB;**;2
91;1;107;00;*;**;221;********************;Wirtschaft und Verwaltung;Wirtschaft und Verwaltung;2016-01-29 16:24:58;Wirtschaft und Verwaltung;**;****;71;********;WV;**;**;2
91;4;999;00;*;**;222;noch ohne Schlüssel;Sonstiger Bildungsgang;Sonstiger Bildungsgang;2016-03-16 15:10:56;Sonstiger Bildungsgang;**;****;*****;********;XX;XX;XX;2
92;1;101;00;*;**;223;********************;Agrarwirtschaft;Agrarwirtschaft;2016-01-29 16:25:02;Agrarwirtschaft;**;****;11;********;AW;**;**;2
92;1;102;00;*;**;223;********************;Ernährungs- und Versorgungsmanagement;Ernährungs- und Versorgungsmanagement;2016-01-29 16:25:09;Ernährungs- und Versorgungsmanagement;**;****;83;********;EV;**;**;2
92;1;103;01;*;**;223;********************;Farbtechnik und Raumgestaltung;Farbtechnik und Raumgestaltung;2016-01-29 16:25:11;Farbtechnik und Raumgestaltung;**;****;33;********;GT;FR;**;2
92;1;103;02;*;**;223;********************;Medien/Medientechnologie;Medien/Medientechnologie;2016-01-29 16:25:12;Medien/Medientechnologie;**;****;23;********;GT;MM;**;2
92;1;104;01;*;**;223;********************;Gesundheitswesen;Gesundheitswesen;2016-01-29 16:25:14;Gesundheitswesen;**;****;82;********;GE;GW;**;2
92;1;104;02;*;**;223;********************;Sozialwesen;Sozialwesen;2016-01-29 16:25:15;Sozialwesen;**;****;83;********;GE;SW;**;2
92;1;104;03;*;**;223;********************;Körperpflege;Körperpflege;2016-01-29 16:25:17;Körperpflege;**;****;82;********;GE;KP;**;2
92;1;105;00;*;**;223;********************;Informatik;Informatik;2016-01-29 16:25:18;Informatik;**;****;43;********;IF;**;**;2
92;1;106;09;*;**;223;********************;Informations- und Telekommunikationstechnik;Informations- und Telekommunikationstechnik;2016-01-29 16:25:37;Informations- und Telekommunikationstechnik;**;****;43;********;TN;IT;**;2
92;1;106;01;*;**;223;********************;Bau und Holztechnik;Bau und Holztechnik;2016-01-29 16:25:20;Bau und Holztechnik;**;****;32;********;TN;BH;**;2
10;1;142;00;T;MT;10;********************;Büchsenmacher;Büchsenmacherin;2006-07-25 13:56:09;Büchsenmacher/-in;30;3003;*****;2452201;OZ;**;A3;1
10;3;493;00;O;OH;10;Ausgelaufen;Bühnenmaler und -plastiker;Bühnenmalerin und -plastikerin;2013-01-22 11:34:56;Bühnenmaler/-in und -plastiker/-in;83;8351;*****;9461201;**;**;**;1
10;1;493;02;O;OH;10;********************;Bühnenmaler und -plastiker - Malerei;Bühnenmalerin und -plastikerin - Malerei;2006-01-13 10:31:53;Bühnenmaler/-in und -plastiker/-in - Malerei;83;8351;*****;9461202;GT;**;A3;1
10;1;493;01;O;OH;10;********************;Bühnenmaler und -plastiker - Plastik;Bühnenmalerin und -plastikerin - Plastik;2006-01-13 10:32:00;Bühnenmaler/-in und -plastiker/-in - Plastik;83;8351;*****;9461203;GT;**;A3;1
10;3;143;00;T;ET;10;Ausgelaufen;Büroinformationselektroniker;Büroinformationselektronikerin;2015-11-26 10:16:10;Büroinformationselektroniker/-in;31;3175;*****;2631222;**;**;**;1
10;3;144;00;W;WV;10;Ausgelaufen;Bürokaufmann;Bürokauffrau;2018-03-05 12:41:46;Bürokaufmann/-frau;78;7803;*****;7140222;**;**;**;1
10;3;145;00;O;OH;10;Ausgelaufen;Bürsten- u. Pinselmacher;Bürsten- u. Pinselmacherin;2013-01-22 09:24:43;Bürsten- u. Pinselmacher/-in;18;1853;*****;2235201;**;**;**;1
10;1;145;01;O;OH;10;********************;Bürsten- und Pinselmacher - Bürstenherstellung;Bürsten- und Pinselmacherin - Bürstenherstellung;2006-07-12 09:21:22;Bürsten- und Pinselmacher/-in - Bürstenherstellung;18;1853;*****;2235202;OZ;**;A3;1
10;1;145;02;O;OH;10;********************;Bürsten- und Pinselmacher - Pinselherstellung;Bürsten- und Pinselmacherin - Pinselherstellung;2006-07-12 09:21:52;Bürsten- und Pinselmacher/-in - Pinselherstellung;18;1853;*****;2235203;OZ;**;A3;1
10;3;146;00;T;CP;10;Ausgelaufen;Chemiebetriebsjungwerker;Chemiebetriebsjungwerkerin;2015-11-26 11:48:14;Chemiebetriebsjungwerker/-in;14;1410;*****;4131204;**;**;**;1
10;1;147;00;T;CP;10;********************;Chemielaborant;Chemielaborantin;2006-01-13 10:32:50;Chemielaborant/-in;63;6330;*****;4132201;TN;**;A4;1
10;3;147;01;T;CP;10;Ausgelaufen;Chemielaborant - Chemie;Chemielaborantin - Chemie;2013-01-22 09:25:06;Chemielaborant/-in - Chemie;63;6330;*****;********;**;**;**;1
10;3;147;02;T;CP;10;Ausgelaufen;Chemielaborant - Kohle;Chemielaborantin - Kohle;2013-01-22 09:25:16;Chemielaborant/-in - Kohle;63;6330;*****;********;**;**;**;1
10;3;147;03;T;CP;10;Ausgelaufen;Chemielaborant - Metalle;Chemielaborantin - Metalle;2013-01-22 09:25:23;Chemielaborant/-in - Metalle;63;6330;*****;********;**;**;**;1
10;3;147;04;T;CP;10;Ausgelaufen;Chemielaborant - Silikat;Chemielaborantin - Silikat;2013-01-22 09:25:33;Chemielaborant/-in - Silikat;63;6330;*****;********;**;**;**;1
10;1;148;00;T;CP;10;********************;Chemielaborjungwerker;Chemielaborjungwerkerin;2006-01-13 10:33:52;Chemielaborjungwerker/-in;14;1421;*****;4132202;TN;**;A3;1
10;3;149;00;T;CP;10;Ausgelaufen;Chemigraf;Chemigrafin;2015-11-25 10:53:02;Chemigraf/-in;17;1731;*****;2321209;**;**;**;1
10;1;150;00;T;CP;10;********************;Chemikant;Chemikantin;2006-01-13 10:34:16;Chemikant/-in;14;1410;*****;4131202;TN;**;A4;1
10;1;151;00;T;MT;10;********************;Chirurgiemechaniker;Chirurgiemechanikerin;2006-07-25 13:56:30;Chirurgiemechaniker/-in;29;2951;*****;2452203;TN;**;A4;1
10;1;152;01;T;BT;10;Ausgelaufen;Dachdecker - Dach-, Wand- und Abdichtungstechnik;Dachdeckerin - Dach-, Wand- und Abdichtungstechnik;2020-04-02 11:51:31;Dachdecker/-in - Dach-, Wand- und Abdichtungstechnik;48;4880;*****;3214202;TN;**;A3;1
10;1;152;02;T;BT;10;********************;Dachdecker - Reetdachtechnik;Dachdeckerin - Reetdachtechnik;2015-05-27 07:44:41;Dachdecker/-in - Reetdachtechnik;48;4884;*****;3214203;TN;**;A3;1
10;3;153;00;T;TB;10;Ausgelaufen;Damenschneider;Damenschneiderin;2013-01-22 09:26:02;Damenschneider/-in;35;3513;*****;2822208;**;**;**;1
10;3;154;00;W;WV;10;Ausgelaufen;Datenverarbeitungskaufmann;Datenverarbeitungskauffrau;2015-11-26 11:49:43;Datenverarbeitungskaufmann/-frau;77;7791;*****;4323302;**;**;**;1
10;1;156;00;O;OH;10;********************;Destillateur;Destillateurin;2006-01-13 10:36:27;Destillateur/-in;42;4232;*****;2913202;EH;**;A3;1
10;1;157;00;O;OH;10;********************;Diamantschleifer;Diamantschleiferin;2006-01-13 10:36:33;Diamantschleifer/-in;10;1018;*****;9352203;OZ;**;A3;1
10;3;158;00;W;WV;10;Ausgelaufen;Dienstleistungsfachkraft im Postbetrieb;Dienstleistungsfachkraft im Postbetrieb;2015-11-26 11:51:46;Dienstleistungsfachkraft im Postbetrieb;73;7320;*****;5132203;**;**;**;1
10;3;159;00;T;MT;10;Ausgelaufen;Drahtwarenmacher;Drahtwarenmacherin;2016-01-29 15:09:36;Drahtwarenmacher/-in;21;2123;*****;2420216;**;**;**;1
10;3;160;00;T;MT;10;Ausgelaufen;Drahtzieher;Drahtzieherin;2016-01-29 15:09:44;Drahtzieher/-in;19;1944;*****;2420216;**;**;**;1
10;1;161;01;O;OH;10;********************;Drechsler - Drechseln;Drechslerin - Drechseln;2006-01-13 10:37:25;Drechsler/-in - Drechseln;18;1851;*****;9333201;OZ;**;A3;1
10;1;161;02;O;OH;10;********************;Drechsler - Elfenbeinschnitzen;Drechslerin - Elfenbeinschnitzen;2006-01-13 10:37:30;Drechsler/-in - Elfenbeinschnitzen;18;1851;*****;9333202;OZ;**;A3;1
10;3;161;00;O;OH;10;Ausgelaufen;Drechsler (Elfenbeinschnitzer);Drechslerin (Elfenbeinschnitzerin);2013-01-22 09:27:30;Drechsler/-in (Elfenbeinschnitzer);18;1851;*****;9333203;**;**;**;1
10;3;162;00;T;MT;10;Ausgelaufen;Dreher;Dreherin;2015-11-26 08:07:02;Dreher/-in;22;2210;*****;2451203;**;**;**;1
10;1;163;00;O;OH;10;********************;Drogist;Drogistin;2006-07-25 13:56:50;Drogist/-in;67;6751;*****;6241202;WV;**;A3;1
10;3;164;00;T;DT;10;Ausgelaufen;Drucker;Druckerin;2015-11-25 10:54:44;Drucker/-in;17;1740;*****;2341207;**;**;**;1
10;3;164;01;T;DT;10;Ausgelaufen;Drucker - Digitaldruck;Druckerin - Digitaldruck;2015-11-25 10:55:03;Drucker/-in - Digitaldruck;17;1740;*****;2341207;**;**;**;1
10;3;164;04;T;DT;10;Ausgelaufen;Drucker - Flachdruck;Druckerin - Flachdruck;2015-11-25 10:55:13;Drucker/-in - Flachdruck;17;1742;*****;2341207;**;**;**;1
10;3;164;03;T;DT;10;Ausgelaufen;Drucker - Hochdruck;Druckerin - Hochdruck;2015-11-25 10:55:23;Drucker/-in - Hochdruck;17;1741;*****;2341207;**;**;**;1
10;3;164;02;T;DT;10;Ausgelaufen;Drucker - Tiefdruck;Druckerin - Tiefdruck;2015-11-25 10:55:35;Drucker/-in - Tiefdruck;17;1743;*****;2341207;**;**;**;1
10;3;165;00;T;DT;10;Ausgelaufen;Druckformhersteller;Druckformherstellerin;2015-11-25 10:31:27;Druckformhersteller/-in;17;1730;*****;2321208;**;**;**;1
10;3;166;00;T;DT;10;Ausgelaufen;Druckvorlagenhersteller;Druckvorlagenherstellerin;2015-11-25 10:31:39;Druckvorlagenhersteller/-in;17;1720;*****;2321208;**;**;**;1
10;1;167;00;T;CP;10;********************;Edelmetallprüfer;Edelmetallprüferin;2006-01-13 10:39:38;Edelmetallprüfer/-in;63;6335;*****;4142201;OZ;**;A3;1
10;1;168;00;O;OH;10;********************;Edelsteinfasser;Edelsteinfasserin;2006-01-13 10:39:45;Edelsteinfasser/-in;30;3023;*****;9352204;OZ;**;A4;1
10;1;169;00;O;OH;10;********************;Edelsteingraveur;Edelsteingraveurin;2006-01-13 10:39:54;Edelsteingraveur/-in;10;1018;*****;9352205;OZ;**;A3;1
10;1;170;00;O;OH;10;********************;Edelsteinschleifer;Edelsteinschleiferin;2006-01-13 10:40:06;Edelsteinschleifer/-in;10;1018;*****;9352206;OZ;**;A3;1
10;1;171;00;O;OH;10;********************;Eisenbahner im Betriebsdienst;Eisenbahnerin im Betriebsdienst;2014-01-28 08:40:34;Eisenbahner/-in im Betriebsdienst;71;7120;*****;5152201;TN;**;A3;1
10;3;171;01;O;OH;10;Ausgelaufen;Eisenbahner im Betriebsdienst - Fahrweg;Eisenbahnerin im Betriebsdienst - Fahrweg;2017-01-03 16:27:06;Eisenbahner/-in im Betriebsdienst - Fahrweg;71;7120;*****;5152203;**;**;**;1
10;3;171;02;O;OH;10;Ausgelaufen;Eisenbahner im Betriebsdienst - Lokführer und Transport;Eisenbahnerin im Betriebsdienst - Lokführer und Transport;2017-01-03 16:27:12;Eisenbahner/-in im Betriebsdienst - Lokführer und Transport;71;7120;*****;5220201;**;**;**;1
10;1;172;00;T;ET;10;********************;Elektroanlagenmonteur;Elektroanlagenmonteurin;2006-10-26 10:37:33;Elektroanlagenmonteur/-in;31;3111;*****;2626201;TN;**;A3;1
10;3;173;00;T;ET;10;Ausgelaufen;Elektroinstallateur;Elektroinstallateurin;2015-11-26 08:36:32;Elektroinstallateur/-in;31;3100;*****;2625201;**;**;**;1
10;3;174;00;T;ET;10;Ausgelaufen;Elektromaschinenbauer;Elektromaschinenbauerin;2015-11-26 08:49:50;Elektromaschinenbauer/-in;31;3130;*****;2622203;**;**;**;1
10;3;175;00;T;ET;10;Ausgelaufen;Elektromaschinenmonteur;Elektromaschinenmonteurin;2015-11-26 08:50:17;Elektromaschinenmonteur/-in;31;3131;*****;2631211;**;**;**;1
10;3;176;00;T;ET;10;Ausgelaufen;Elektromechaniker;Elektromechanikerin;2015-11-26 08:53:53;Elektromechaniker/-in;31;3161;*****;2631239;**;**;**;1
10;1;177;01;T;ET;10;********************;Elektroniker für Automatisierungstechnik;Elektronikerin für Automatisierungstechnik;2006-01-13 10:41:13;Elektroniker/-in für Automatisierungstechnik;31;3111;*****;2612202;TN;**;A4;1
10;3;177;02;T;ET;10;Ausgelaufen;Elektroniker für Betriebstechnik;Elektronikerin für Betriebstechnik;2020-04-02 21:32:33;Elektroniker/-in für Betriebstechnik;31;3112;*****;2625202;TN;**;A4;1
10;1;177;03;T;ET;10;********************;Elektroniker - Energie- und Gebäudetechnik;Elektronikerin - Energie- und Gebäudetechnik;2014-01-28 08:10:52;Elektroniker/-in - Energie- und Gebäudetechnik;31;3100;*****;2621206;TN;**;A4;1
10;1;177;04;T;ET;10;********************;Elektroniker für Gebäude- und Infrastruktursysteme;Elektronikerin für Gebäude- und Infrastruktursysteme;2006-01-13 10:41:32;Elektroniker/-in für Gebäude- und Infrastruktursysteme;31;3111;*****;2621207;TN;**;A4;1
10;3;177;05;T;ET;10;Ausgelaufen;Elektroniker für Geräte und Systeme;Elektronikerin für Geräte und Systeme;2020-04-02 21:32:22;Elektroniker/-in für Geräte und Systeme;31;3163;*****;2631211;TN;**;A4;1
10;1;177;06;T;ET;10;********************;Elektroniker - Informations- und Telekommunikationstechnik;Elektronikerin - Informations- und Telekommunikationstechnik;2014-01-28 08:12:50;Elektroniker/-in - Informations- und Telekommunikationstechnik;31;3125;*****;2631210;TN;**;A4;1
10;3;177;00;T;ET;10;Ausgelaufen;Elektroniker für informationstechnische Systeme;Elektronikerin für informationstechnische Systeme;2013-01-22 09:29:23;Elektroniker/-in für informationstechnische Systeme;31;3171;*****;********;**;**;**;1
10;3;177;08;T;ET;10;Ausgelaufen;Elektroniker für luftfahrttechnische Systeme;Elektronikerin für luftfahrttechnische Systeme;2018-03-05 13:07:46;Elektroniker/-in für luftfahrttechnische Systeme;31;3163;*****;2633202;**;**;**;1
10;1;177;07;T;ET;10;********************;Elektroniker für Maschinen und Antriebstechnik;Elektronikerin für Maschinen und Antriebstechnik;2006-01-13 10:43:24;Elektroniker/-in für Maschinen und Antriebstechnik;31;3131;*****;2622203;TN;**;A4;1
10;3;178;00;O;OH;10;Ausgelaufen;Emailschriftenmaler;Emailschriftenmalerin;2013-01-25 09:00:31;Emailschriftenmaler/-in;23;2355;*****;9354201;**;**;**;1
10;3;179;01;T;ET;10;Ausgelaufen;Energieelektroniker - Anlagentechnik;Energieelektronikerin - Anlagentechnik;2015-11-26 08:52:21;Energieelektroniker/-in - Anlagentechnik;31;3111;*****;2631211;**;**;**;1
10;3;179;02;T;ET;10;Ausgelaufen;Energieelektroniker - Betriebstechnik;Energieelektronikerin - Betriebstechnik;2015-11-26 08:52:50;Energieelektroniker/-in - Betriebstechnik;31;3112;*****;2625202;**;**;**;1
10;1;180;00;T;BT;10;********************;Estrichleger;Estrichlegerin;2006-01-13 10:43:48;Estrichleger/-in;48;4862;*****;3312201;TN;**;A3;1
10;3;181;00;W;WV;10;Ausgelaufen;Fachangestellter für Arbeitsförderung;Fachangestellte für Arbeitsförderung;2016-01-29 15:09:51;Fachangestellte/-r für Arbeitsförderung;78;7873;*****;7321203;**;**;**;1
10;1;600;00;W;WV;10;********************;Fachangestellter für Arbeitsmarktdienstleistungen;Fachangestellte für Arbeitsmarktdienstleistungen;2013-01-25 08:54:44;Fachangestellte/-r für Arbeitsmarktdienstleistungen;78;7873;*****;7321203;WV;**;A3;1
10;1;182;00;O;OH;10;********************;Fachangestellter für Bäderbetriebe;Fachangestellte für Bäderbetriebe;2006-07-25 13:57:15;Fachangestellte/-r für Bäderbetriebe;79;7951;*****;5314201;GS;**;A3;1
10;3;184;00;W;WV;10;Ausgelaufen;Fachangestellter für Bürokommunikation;Fachangestellte für Bürokommunikation;2018-03-05 13:21:24;Fachangestellte/-r für Bürokommunikation;78;7870;*****;7140209;**;**;**;1
10;1;551;00;W;WV;10;********************;Fachangestellter für Markt- und Sozialforschung;Fachangestellte für Markt- und Sozialforschung;2006-07-12 09:22:48;Fachangestellte/-r für Markt- und Sozialforschung;75;7558;*****;9134201;WV;**;A3;1
10;1;183;01;O;OH;10;********************;Fachangestellter für Medien- und Informationsdienste - Archiv;Fachangestellte für Medien- und Informationsdienste - Archiv;2013-01-21 12:18:34;Fachangestellte/-r für Medien- und Informationsdienste - Archiv;82;8234;*****;7331202;WV;**;A3;1
10;1;183;02;O;OH;10;********************;Fachangestellter für Medien- und Informationsdienste - Bibliothek;Fachangestellte für Medien- und Informationsdienste - Bibliothek;2013-01-21 12:18:39;Fachangestellte/-r für Medien- und Informationsdienste - Bibliothek;82;8234;*****;7332202;WV;**;A3;1
10;1;183;03;O;OH;10;********************;Fachangestellter für Medien- und Informationsdienste - Bildagentur;Fachangestellte für Medien- und Informationsdienste - Bildagentur;2013-01-21 12:19:14;Fachangestellte/-r für Medien- und Informationsdienste - Bildagentur;82;8234;*****;7331203;WV;**;A3;1
10;1;183;04;O;OH;10;********************;Fachangestellter für Medien- und Informationsdienste - Information und Dokumentation;Fachangestellte für Medien- und Informationsdienste - Information und Dokumentation;2013-01-21 12:19:22;Fachangestellte/-r für Medien- und Informationsdienste - Information und Dokumentation;82;8234;*****;7333203;WV;**;A3;1
10;1;183;05;O;OH;10;********************;Fachangestellter für Medien- und Informationsdienste - Medizinische Dokumentation;Fachangestellte für Medien- und Informationsdienste - Medizinische Dokumentation;2013-01-21 12:19:38;Fachangestellte/-r für Medien- und Informationsdienste - Medizinische Dokumentation;82;8234;*****;7334201;WV;**;A3;1
10;3;185;00;W;WV;10;Ausgelaufen;Fachgehilfe im Gastgewerbe;Fachgehilfin im Gastgewerbe;2013-01-23 10:36:08;Fachgehilfe/-gehilfin im Gastgewerbe;91;9151;*****;6330101;**;**;**;1
10;3;186;00;W;WV;10;Ausgelaufen;Fachgehilfe in steuer- u. wirtschaftsberatenden Berufen;Fachgehilfin in steuer- u. wirtschaftsberatenden Berufen;2015-11-26 14:27:17;Fachgehilfe/-gehilfin in steuer- u. wirtschaftsberatenden Berufen;75;7541;*****;7230202;**;**;**;1
